iter	Passed	Remaining
712	720931	1806878
713	722566	1807427
714	723718	1806764
715	725159	1806821
716	726214	1805914
717	727565	1805740
718	728630	1804855
719	730064	1804880
720	731175	1804108
721	732558	1804001
722	733711	1803326
723	735064	1803141
724	736218	1802465
725	737531	1802177
726	738763	1801688
727	740018	1801253
728	741255	1800773
729	742382	1800022
730	743752	1799861
731	744857	1799054
732	746312	1799092
733	747311	1798026
734	748772	1798071
735	749798	1797072
736	751202	1796973
737	752327	1796206
738	753563	1795703
739	754765	1795117
740	755949	1794487
741	757165	1793931
742	758143	1792809
743	759665	1792973
744	760763	1792133
745	762105	1791867
746	763140	1790877
747	764606	1790896
748	765709	1790062
749	767053	1789791
750	768192	1789039
751	769681	1789100
752	770808	1788315
753	772189	1788121
754	773379	1787480
755	774688	1787111
756	775889	1786493
757	777194	1786112
758	778431	1785572
759	779609	1784895
760	780974	1784644
761	782151	1783961
762	783559	1783805
763	784703	1783044
764	786107	1782871
765	787218	1782033
766	788549	1781690
767	789567	1780639
768	791006	1780536
769	792059	1779562
770	793605	1779694
771	794616	1778624
772	796142	1778703
773	797237	1777818
774	798348	1776969
775	799645	1776531
776	800677	1775504
777	802093	1775326
778	803192	1774446
779	804570	1774180
780	805632	1773217
781	807131	1773212
782	808197	1772254
783	809700	1772253
784	810692	1771130
785	811986	1770667
786	813113	1769838
787	814539	1769660
788	815621	1768729
789	816762	1767928
790	818075	1767497
791	819287	1766847
792	820638	1766494
793	821669	1765451
794	823093	1765250
795	824130	1764218
796	825596	1764103
797	826637	1763078
798	828082	1762913
799	829188	1762026
800	830584	1761752
801	831800	1761093
802	833036	1760477
803	834255	1759821
804	835433	1759080
805	836790	1758713
806	837838	1757696
807	839271	1757483
808	840342	1756514
809	841911	1756580
810	842963	1755567
811	844407	1755368
812	845490	1754418
813	847031	1754415
814	848122	1753479
815	849471	1753076
816	850608	1752232
817	852060	1752036
818	853130	1751051
819	854553	1750793
820	855678	1749920
821	857093	1749637
822	858261	1748851
823	859451	1748107
824	860756	1747595
825	861891	1746739
826	863295	1746425
827	864340	1745383
828	865840	1745259
829	866897	1744240
830	868363	1744041
831	869441	1743063
832	870891	1742829
833	871907	1741724
834	873349	1741468
835	874468	1740568
836	875927	1740344
837	877048	1739444
838	878459	1739119
839	879636	1738329
840	880939	1737786
841	882166	1737092
842	883481	1736569
843	884770	1735994
844	885946	1735196
845	887331	1734806
846	888512	1734016
847	889936	1733697
848	891015	1732705
849	892578	1732653
850	893611	1731568
851	895098	1731364
852	896171	1730356
853	897623	1730079
854	898718	1729113
855	900191	1728873
856	901267	1727868
857	902655	1727458
858	903827	1726636
859	905116	1726036
860	906096	1724846
861	907244	1723975
862	908484	1723277
863	909652	1722444
864	911036	1722017
865	912082	1720950
866	913638	1720844
867	914676	1719761
868	916253	1719689
869	917265	1718554
870	918640	1718100
871	919711	1717075
872	921237	1716899
873	922342	1715937
874	923737	1715511
875	924822	1714510
876	925955	1713598
877	927285	1713049
878	928456	1712205
879	929890	1711844
880	931074	1711020
881	932537	1710708
882	933584	1709632
883	935039	1709303
884	936109	1708268
885	937609	1708014
886	938685	1706989
887	940219	1706795
888	941271	1705724
889	942711	1705354
890	943825	1704394
891	945316	1704114
892	946400	1703097
893	947781	1702613
894	948927	1701707
895	950281	1701173
896	951533	1700455
897	952739	1699653
898	954038	1699016
899	955220	1698170
900	956584	1697644
901	957691	1696664
902	959248	1696478
903	960296	1695391
904	961716	1694958
905	962774	1693887
906	964136	1693350
907	965269	1692410
908	966658	1691918
909	967750	1690904
910	969000	1690165
911	970291	1689498
912	971478	1688649
913	972720	1687893
914	973865	1686968
915	975276	1686504
916	976372	1685494
917	977906	1685237
918	979018	1684253
919	980517	1683931
920	981584	1682868
921	983121	1682610
922	984185	1681538
923	985719	1681270
924	986838	1680291
925	988409	1680082
926	989507	1679067
927	990918	1678582
928	991979	1677501
929	993315	1676888
930	994428	1675894
931	995686	1675146
932	996955	1674415
933	998229	1673690
934	999459	1672892
935	1000665	1672052
936	1001962	1671364
937	1003046	1670317
938	1004497	1669883
939	1005555	1668793
940	1007104	1668518
941	1008056	1667252
942	1009545	1666873
943	1010636	1665838
944	1012256	1665670
945	1013285	1664530
946	1014824	1664226
947	1015942	1663230
948	1017487	1662932
949	1018578	1661891
950	1020121	1661585
951	1021190	1660506
952	1022643	1660051
953	1023756	1659042
954	1025116	1658434
955	1026293	1657528
956	1027675	1656951
957	1028863	1656061
958	1030199	1655409
959	1031362	1654476
960	1032676	1653786
961	1034464	1653853
962	1035897	1653348
963	1037088	1652456
964	1038226	1651479
965	1039655	1650964
966	1040930	1650203
967	1042230	1649480
968	1043460	1648645
969	1044843	1648051
970	1045935	1646998
971	1047303	1646378
972	1048374	1645291
973	1049845	1644830
974	1050887	1643695
975	1052444	1643366
976	1053569	1642361
977	1055115	1642009
978	1056209	1640954
979	1057739	1640575
980	1058858	1639557
981	1060326	1639079
982	1061449	1638066
983	1062929	1637602
984	1064023	1636543
985	1065605	1636233
986	1066726	1635215
987	1068180	1634705
988	1069258	1633619
989	1070858	1633330
990	1071935	1632240
991	1073496	1631888
992	1074558	1630775
993	1076102	1630392
994	1077237	1629388
995	1078854	1629114
996	1080057	1628210
997	1081613	1627839
998	1082749	1626834
999	1084271	1626407
1000	1085292	1625228
1001	1086681	1624599
1002	1087847	1623637
1003	1089225	1622988
1004	1090444	1622104
1005	1091760	1621362
1006	1092997	1620502
1007	1094488	1620016
1008	1095634	1619019
1009	1097057	1618432
1010	1098267	1617527
1011	1099747	1617020
1012	1100893	1616020
1013	1102420	1615579
1014	1103560	1614569
1015	1104898	1613847
1016	1105952	1612710
1017	1107391	1612136
1018	1108522	1611110
1019	1109783	1610274
1020	1110893	1609218
1021	1112138	1608357
1022	1113499	1607663
1023	1114650	1606664
1024	1116043	1606014
1025	1117152	1604953
1026	1118661	1604467
1027	1119742	1603366
1028	1121234	1602853
1029	1122324	1601764
1030	1123695	1601075
1031	1124718	1599889
1032	1126059	1599157
1033	1127174	1598101
1034	1128540	1597402
1035	1129761	1596496
1036	1131039	1595670
1037	1132266	1594772
1038	1133529	1593923
1039	1134810	1593098
1040	1135946	1592070
1041	1137418	1591512
1042	1138446	1590332
1043	1139853	1589681
1044	1140896	1588520
1045	1142278	1587832
1046	1143271	1586603
1047	1144710	1585991
1048	1145887	1585016
1049	1147222	1584259
1050	1148578	1583530
1051	1149709	1582489
1052	1151068	1581763
1053	1152322	1580890
1054	1153577	1580018
1055	1154811	1579117
1056	1156248	1578492
1057	1157354	1577414
1058	1158710	1576678
1059	1159863	1575663
1060	1161287	1575016
1061	1162378	1573917
1062	1163948	1573465
1063	1164993	1572303
1064	1166378	1571599
1065	1167444	1570465
1066	1168988	1569972
1067	1170029	1568804
1068	1171350	1568009
1069	1172477	1566955
1070	1173888	1566280
1071	1175005	1565212
1072	1176274	1564346
1073	1177527	1563458
1074	1178597	1562327
1075	1179943	1561560
1076	1181013	1560428
1077	1182572	1559942
1078	1183655	1558826
1079	1185102	1558189
1080	1186184	1557072
1081	1187498	1556259
1082	1188653	1555237
1083	1189965	1554420
1084	1191057	1553314
1085	1192592	1552786
1086	1193796	1551825
1087	1195083	1550972
1088	1196264	1549980
1089	1197627	1549224
1090	1198805	1548228
1091	1199992	1547242
1092	1201380	1546516
1093	1202626	1545606
1094	1203923	1544760
1095	1205071	1543722
1096	1206575	1543140
1097	1207772	1542164
1098	1209195	1541477
1099	1210333	1540424
1100	1211880	1539891
1101	1213084	1538921
1102	1214631	1538386
1103	1215808	1537381
1104	1217265	1536728
1105	1218269	1535504
1106	1219750	1534879
1107	1220771	1533676
1108	1222286	1533092
1109	1223393	1531997
1110	1224851	1531339
1111	1225933	1530212
1112	1227204	1529319
1113	1228342	1528261
1114	1229754	1527542
1115	1230874	1526460
1116	1232214	1525650
1117	1233439	1524698
1118	1234707	1523799
1119	1235897	1522802
1120	1237056	1521767
1121	1238452	1521022
1122	1239537	1519895
1123	1241088	1519339
1124	1242130	1518159
1125	1243602	1517503
1126	1244715	1516410
1127	1246178	1515741
1128	1247288	1514643
1129	1248726	1513942
1130	1249880	1512897
1131	1251290	1512159
1132	1252420	1511084
1133	1253628	1510102
1134	1255003	1509321
1135	1256200	1508325
1136	1257527	1507484
1137	1258705	1506464
1138	1260268	1505904
1139	1261347	1504765
1140	1262853	1504135
1141	1263864	1502914
1142	1265344	1502250
1143	1266426	1501114
1144	1267904	1500445
1145	1269007	1499333
1146	1270441	1498611
1147	1271544	1497498
1148	1273139	1496963
1149	1274147	1495737
1150	1275596	1495029
1151	1276696	1493912
1152	1278233	1493304
1153	1279320	1492171
1154	1280625	1491290
1155	1281792	1490249
1156	1283070	1489337
1157	1284262	1488325
1158	1285696	1487591
1159	1286931	1486627
1160	1288212	1485716
1161	1289412	1484711
1162	1290623	1483717
1163	1291905	1482805
1164	1292922	1481589
1165	1294333	1480824
1166	1295438	1479708
1167	1296891	1478989
1168	1298062	1477948
1169	1299488	1477196
1170	1300575	1476058
1171	1302147	1475471
1172	1303184	1474275
1173	1304720	1473644
1174	1305826	1472527
1175	1307375	1471908
1176	1308457	1470764
1177	1309776	1469884
1178	1311013	1468912
1179	1312511	1468233
1180	1313610	1467106
1181	1315030	1466336
1182	1316153	1465236
1183	1317596	1464490
1184	1318684	1463350
1185	1320169	1462649
1186	1321288	1461543
1187	1322784	1460852
1188	1323856	1459693
1189	1325297	1458940
1190	1326457	1457877
1191	1327791	1457006
1192	1329007	1456004
1193	1330368	1455160
1194	1331594	1454167
1195	1332829	1453185
1196	1334090	1452230
1197	1335372	1451298
1198	1336610	1450316
1199	1337702	1449177
1200	1339298	1448583
1201	1340357	1447408
1202	1341887	1446739
1203	1342939	1445556
1204	1344399	1444811
1205	1345529	1443710
1206	1346997	1442972
1207	1348086	1441827
1208	1349590	1441125
1209	1350635	1439933
1210	1352239	1439336
1211	1353299	1438159
1212	1354729	1437375
1213	1355831	1436243
1214	1357227	1435422
1215	1358403	1434366
1216	1359910	1433661
1217	1360960	1432472
1218	1362383	1431676
1219	1363476	1430532
1220	1364830	1429662
1221	1366067	1428669
1222	1367462	1427840
1223	1368689	1426836
1224	1369779	1425688
1225	1371104	1424785
1226	1372196	1423640
1227	1373641	1422860
1228	1374737	1421717
1229	1376191	1420945
1230	1377303	1419820
1231	1378850	1419142
1232	1379939	1417991
1233	1381415	1417238
1234	1382486	1416069
1235	1384038	1415392
1236	1385107	1414220
1237	1386638	1413520
1238	1387720	1412361
1239	1389202	1411609
1240	1390252	1410417
1241	1391593	1409520
1242	1392683	1408369
1243	1394112	1407560
1244	1395288	1406495
1245	1396655	1405622
1246	1397858	1404584
1247	1399188	1403673
1248	1400454	1402697
1249	1401783	1401783
1250	1403035	1400792
1251	1404226	1399740
1252	1405600	1398870
1253	1406711	1397736
1254	1408161	1396940
1255	1409265	1395800
1256	1410675	1394963
1257	1411694	1393740
1258	1413188	1392984
1259	1414264	1391815
1260	1415762	1391062
1261	1416830	1389885
1262	1418295	1389098
1263	1419451	1388008
1264	1420906	1387208
1265	1422041	1386097
1266	1423376	1385180
1267	1424595	1384150
1268	1425866	1383169
1269	1427192	1382241
1270	1428533	1381327
1271	1429778	1380320
1272	1431092	1379379
1273	1432389	1378421
1274	1433661	1377439
1275	1435055	1376573
1276	1436263	1375528
1277	1437628	1374633
1278	1438840	1373591
1279	1440161	1372654
1280	1441397	1371634
1281	1442798	1370771
1282	1443980	1369699
1283	1445319	1368776
1284	1446503	1367705
1285	1447901	1366837
1286	1448986	1365672
1287	1450518	1364929
1288	1451597	1363758
1289	1453243	1363119
1290	1454395	1362016
1291	1455948	1361288
1292	1457068	1360155
1293	1458606	1359412
1294	1459679	1358234
1295	1461292	1357558
1296	1462440	1356450
1297	1463977	1355701
1298	1465053	1354526
1299	1466548	1353737
1300	1467587	1352526
1301	1469040	1351697
1302	1470067	1350476
1303	1471563	1349685
1304	1472689	1348554
1305	1474205	1347780
1306	1475389	1346702
1307	1476838	1345865
1308	1478011	1344775
1309	1479478	1343953
1310	1480638	1342852
1311	1481979	1341914
1312	1483160	1340831
1313	1484636	1340014
1314	1485823	1338935
1315	1487214	1338040
1316	1488365	1336929
1317	1489823	1336093
1318	1490984	1334990
1319	1492235	1333968
1320	1493574	1333023
1321	1495004	1332160
1322	1496237	1331119
1323	1497457	1330068
1324	1498837	1329157
1325	1500027	1328078
1326	1501362	1327127
1327	1502425	1325936
1328	1503892	1325100
1329	1505078	1324016
1330	1506387	1323040
1331	1507510	1321900
1332	1509011	1321092
1333	1510111	1319932
1334	1511558	1319075
1335	1512592	1317857
1336	1514032	1316993
1337	1515074	1315782
1338	1516586	1314978
1339	1517580	1313726
1340	1519077	1312909
1341	1520150	1311724
1342	1521503	1310781
1343	1522680	1309686
1344	1523873	1308605
1345	1525152	1307597
1346	1526235	1306421
1347	1527622	1305505
1348	1528812	1304420
1349	1530232	1303531
1350	1531326	1302364
1351	1532857	1301568
1352	1533959	1300407
1353	1535497	1299615
1354	1536586	1298443
1355	1538204	1297718
1356	1539343	1296587
1357	1540816	1295738
1358	1541944	1294597
1359	1543457	1293780
1360	1544692	1292729
1361	1546089	1291813
1362	1547151	1290617
1363	1548723	1289845
1364	1549841	1288695
1365	1551422	1287930
1366	1552510	1286755
1367	1554124	1286014
1368	1555332	1284938
1369	1556838	1284107
1370	1557896	1282906
1371	1559433	1282099
1372	1560489	1280896
1373	1562000	1280067
1374	1563002	1278820
1375	1564415	1277909
1376	1565566	1276783
1377	1566799	1275725
1378	1568079	1274703
1379	1569303	1273637
1380	1570557	1272595
1381	1571765	1271515
1382	1573105	1270541
1383	1574291	1269442
1384	1575590	1268436
1385	1576705	1267280
1386	1578301	1266510
1387	1579469	1265396
1388	1580793	1264407
1389	1581853	1263206
1390	1583437	1262424
1391	1584689	1261376
1392	1586093	1260449
1393	1587244	1259320
1394	1588634	1258380
1395	1589730	1257208
1396	1591424	1256507
1397	1592453	1255281
1398	1594146	1254578
1399	1595295	1253446
1400	1596767	1252567
1401	1597734	1251292
1402	1599228	1250430
1403	1600348	1249274
1404	1601810	1248386
1405	1602943	1247240
1406	1604440	1246377
1407	1605425	1245116
1408	1606907	1244241
1409	1607925	1243006
1410	1609476	1242182
1411	1610664	1241078
1412	1612004	1240091
1413	1613298	1239067
1414	1614819	1238218
1415	1615949	1237068
1416	1617521	1236256
1417	1618747	1235179
1418	1620204	1234278
1419	1621337	1233129
1420	1622782	1232218
1421	1623976	1231115
1422	1625435	1230213
1423	1626662	1229135
1424	1628017	1228153
1425	1629109	1226972
1426	1630237	1225819
1427	1631485	1224756
1428	1632604	1223596
1429	1634023	1222660
1430	1635092	1221462
1431	1636685	1220656
1432	1637785	1219481
1433	1639318	1218628
1434	1640469	1217490
1435	1641935	1216587
1436	1643122	1215476
1437	1644514	1214516
1438	1645623	1213347
1439	1647250	1212559
1440	1648237	1211300
1441	1649653	1210356
1442	1650725	1209159
1443	1652231	1208280
1444	1653321	1207096
1445	1654968	1206318
