iter	RMSE
1513	0.2696284722
1514	0.2696264717
1515	0.269606253
1516	0.2695923862
1517	0.269572193
1518	0.2695686723
1519	0.269541799
1520	0.2695245458
1521	0.2695211989
1522	0.2695070878
1523	0.2694998432
1524	0.2694720943
1525	0.2694591849
1526	0.2694466154
1527	0.2694396167
1528	0.2694392512
1529	0.2694195202
1530	0.2694063038
1531	0.2693865922
1532	0.2693822863
1533	0.2693697711
1534	0.2693513935
1535	0.2693380668
1536	0.2693256201
1537	0.2693030023
1538	0.2692960133
1539	0.2692933621
1540	0.2692752317
1541	0.2692728894
1542	0.2692587944
1543	0.2692383683
1544	0.2692273351
1545	0.2692196744
1546	0.2692193186
1547	0.2692085266
1548	0.2691922062
1549	0.2691731661
1550	0.2691606703
1551	0.2691552608
1552	0.2691334261
1553	0.2691265412
1554	0.2691107556
1555	0.2691017126
1556	0.2690822553
1557	0.2690728236
1558	0.2690671803
1559	0.2690531315
1560	0.2690531012
1561	0.2690435467
1562	0.269037409
1563	0.2690204759
1564	0.2690109326
1565	0.2690031594
1566	0.2689851686
1567	0.2689675572
1568	0.2689530233
1569	0.2689435931
1570	0.2689385223
1571	0.268926809
1572	0.2689120617
1573	0.2688898172
1574	0.2688832996
1575	0.2688700595
1576	0.2688697192
1577	0.2688623955
1578	0.2688483913
1579	0.2688465811
1580	0.2688406097
1581	0.2688237157
1582	0.2688145427
1583	0.2687999404
1584	0.2687900554
1585	0.2687828171
1586	0.2687770915
1587	0.2687716077
1588	0.2687602504
1589	0.2687477715
1590	0.2687452922
1591	0.2687449654
1592	0.2687386708
1593	0.2687329558
1594	0.2687278429
1595	0.2687208779
1596	0.2687011586
1597	0.2686941023
1598	0.2686893603
1599	0.2686792845
1600	0.2686645998
1601	0.2686582657
1602	0.2686405045
1603	0.2686323924
1604	0.268608755
1605	0.2685957608
1606	0.2685907909
1607	0.2685791867
1608	0.2685628081
1609	0.268556132
1610	0.2685478107
1611	0.2685367326
1612	0.2685290935
1613	0.2685081716
1614	0.2685004443
1615	0.2684837785
1616	0.2684728044
1617	0.2684585566
1618	0.2684485336
1619	0.2684437465
1620	0.2684374681
1621	0.2684310712
1622	0.2684225287
1623	0.2684118166
1624	0.2684038409
1625	0.268392957
1626	0.2683771212
1627	0.2683611564
1628	0.2683366757
1629	0.2683297435
1630	0.2683180985
1631	0.2683104297
1632	0.2683001874
1633	0.2682827932
1634	0.2682740323
1635	0.2682689748
1636	0.2682656665
1637	0.2682478815
1638	0.2682397767
1639	0.268222062
1640	0.2682086595
1641	0.268185924
1642	0.2681693081
1643	0.2681493706
1644	0.2681456279
1645	0.268139459
1646	0.2681227702
1647	0.2681124023
1648	0.2680981728
1649	0.2680871842
1650	0.2680757848
1651	0.2680566843
1652	0.2680446872
1653	0.2680356378
1654	0.268029586
1655	0.2680241413
1656	0.2680072888
1657	0.2679885481
1658	0.2679811886
1659	0.2679681544
1660	0.2679576273
1661	0.2679505295
1662	0.2679471223
1663	0.267931674
1664	0.2679284603
1665	0.2679238933
1666	0.2679194854
1667	0.2679152101
1668	0.2679057196
1669	0.267905357
1670	0.2678985835
1671	0.2678905781
1672	0.2678756185
1673	0.2678627621
1674	0.2678597252
1675	0.2678497131
1676	0.2678394769
1677	0.2678250414
1678	0.267802873
1679	0.2677965434
1680	0.2677866928
1681	0.2677863039
1682	0.2677754431
1683	0.2677676164
1684	0.2677579405
1685	0.2677500414
1686	0.2677402833
1687	0.2677280406
1688	0.2677190023
1689	0.26770577
1690	0.2676975495
1691	0.2676716212
1692	0.2676652041
1693	0.2676446933
1694	0.2676436742
1695	0.267623736
1696	0.2676170118
1697	0.2676075195
1698	0.2675973587
1699	0.2675847383
1700	0.2675697887
1701	0.2675669303
1702	0.2675637559
1703	0.2675568961
1704	0.2675398537
1705	0.2675287473
1706	0.2675181969
1707	0.2675092469
1708	0.267489176
1709	0.2674763914
1710	0.2674642248
1711	0.2674503453
1712	0.2674412305
1713	0.2674321929
1714	0.2674139294
1715	0.2674021073
1716	0.2673883101
1717	0.2673775643
1718	0.2673708322
1719	0.2673673497
1720	0.2673566229
1721	0.2673453983
1722	0.2673404835
1723	0.2673330399
1724	0.2673159008
1725	0.2673025704
1726	0.2672861584
1727	0.2672791631
1728	0.2672670326
1729	0.2672591427
1730	0.2672587596
1731	0.2672402234
1732	0.2672218173
1733	0.2671972208
1734	0.2671805895
1735	0.2671650278
1736	0.2671533291
1737	0.267147083
1738	0.2671260811
1739	0.2671105631
1740	0.2670954955
1741	0.2670907962
1742	0.2670796088
1743	0.2670763646
1744	0.2670569177
1745	0.267047042
1746	0.2670426058
1747	0.2670298968
1748	0.2670295204
1749	0.2670266399
1750	0.2670195659
1751	0.2670113647
1752	0.2670073179
1753	0.2669900633
1754	0.2669860813
1755	0.2669741126
1756	0.2669554695
1757	0.2669519005
1758	0.266938408
1759	0.2669266851
1760	0.2669239517
1761	0.2669030108
1762	0.2668967857
1763	0.2668891568
1764	0.2668850036
1765	0.2668587466
1766	0.2668513422
1767	0.2668350033
1768	0.266813794
1769	0.2668060581
1770	0.266804904
1771	0.2667890673
1772	0.2667848572
1773	0.2667660493
1774	0.266756745
1775	0.2667506913
1776	0.2667487804
1777	0.2667437381
1778	0.2667414718
1779	0.2667361299
1780	0.2667313068
1781	0.2667196178
1782	0.2667090252
1783	0.2667072343
1784	0.2666871236
1785	0.26667282
1786	0.2666471762
1787	0.2666409663
1788	0.266638583
1789	0.2666223838
1790	0.2666180039
1791	0.2666153312
1792	0.2666066768
1793	0.2665924264
1794	0.2665763364
1795	0.2665623891
1796	0.2665551453
1797	0.2665526987
1798	0.2665523666
1799	0.2665457932
1800	0.2665453992
1801	0.2665272132
1802	0.2665203046
1803	0.2665153051
1804	0.2665042269
1805	0.2664899237
1806	0.2664747692
1807	0.2664652233
1808	0.2664614645
1809	0.2664571455
1810	0.26644053
1811	0.2664312379
1812	0.266416195
1813	0.2664075228
1814	0.2663997809
1815	0.2663936603
1816	0.2663726379
1817	0.2663640721
1818	0.266362731
1819	0.2663462822
1820	0.2663422417
1821	0.2663282752
1822	0.2663214658
1823	0.2663051809
1824	0.2663051767
1825	0.2662973371
1826	0.2662865095
1827	0.2662831075
1828	0.2662761883
1829	0.2662684343
1830	0.2662639325
1831	0.2662516482
1832	0.2662459944
1833	0.2662242103
1834	0.2662209322
1835	0.2662126048
1836	0.2661971408
1837	0.2661858672
1838	0.2661820821
1839	0.2661795186
1840	0.2661756728
1841	0.2661549093
1842	0.2661271355
1843	0.2661175764
1844	0.2661032543
1845	0.2660944723
1846	0.2660688273
1847	0.2660534622
1848	0.2660417918
1849	0.2660307972
1850	0.2660193181
1851	0.2660152161
1852	0.2660014238
1853	0.265989402
1854	0.2659725519
1855	0.2659626863
1856	0.2659533572
1857	0.2659468795
1858	0.2659330706
1859	0.2659191973
1860	0.2659100893
1861	0.265906197
1862	0.2658925774
1863	0.2658817915
1864	0.2658809536
1865	0.2658694462
1866	0.2658688792
1867	0.2658445709
1868	0.2658398438
1869	0.2658323519
1870	0.2658260369
1871	0.2658089154
1872	0.2657934023
1873	0.2657930363
1874	0.2657815303
1875	0.2657571243
1876	0.2657415081
1877	0.2657401341
1878	0.2657262636
1879	0.2657085527
1880	0.265695743
1881	0.2656812466
1882	0.2656806602
1883	0.2656735783
1884	0.2656630523
1885	0.26565579
1886	0.265651443
1887	0.2656470731
1888	0.2656418238
1889	0.2656318314
1890	0.2656229418
1891	0.2656205795
1892	0.2656046335
1893	0.2655843866
1894	0.265577555
1895	0.2655671047
1896	0.2655564484
1897	0.2655452504
1898	0.2655329448
1899	0.2655263313
1900	0.2655222719
1901	0.2655082678
1902	0.2654924506
1903	0.2654842858
1904	0.2654750192
1905	0.2654667458
1906	0.265449274
1907	0.2654455622
1908	0.2654282291
1909	0.2654038081
1910	0.2653973471
1911	0.2653787455
1912	0.2653689491
1913	0.2653594679
1914	0.2653534392
1915	0.2653429733
1916	0.26533467
1917	0.2653199217
1918	0.2653102537
1919	0.2653070051
1920	0.2652886627
1921	0.2652881202
1922	0.2652748757
1923	0.2652744214
1924	0.2652505373
1925	0.2652349763
1926	0.2652124677
1927	0.2652017263
1928	0.2652012604
1929	0.2651897641
1930	0.2651883895
1931	0.2651840553
1932	0.265156344
1933	0.265155143
1934	0.2651525058
1935	0.2651369743
1936	0.2651319733
1937	0.2651270092
1938	0.2651231751
1939	0.2651045844
1940	0.2650934151
1941	0.265090599
1942	0.2650780961
1943	0.2650741515
1944	0.265071614
1945	0.2650572987
1946	0.2650515002
1947	0.2650343459
1948	0.2650162197
1949	0.2650027847
1950	0.2649908587
1951	0.2649904197
1952	0.2649785915
1953	0.264976226
1954	0.2649730955
1955	0.2649617663
1956	0.2649536332
1957	0.2649372677
1958	0.2649298585
1959	0.2649201141
1960	0.2649128186
1961	0.2649124471
1962	0.2648930999
1963	0.2648842786
1964	0.2648739502
1965	0.2648696621
1966	0.2648597925
1967	0.2648434005
1968	0.2648275753
1969	0.2648129705
1970	0.2648012125
1971	0.2647795737
1972	0.2647619505
1973	0.2647530281
1974	0.2647500976
1975	0.2647388383
1976	0.264725132
1977	0.2647103845
1978	0.2646915983
1979	0.264691217
1980	0.2646783786
1981	0.2646685927
1982	0.2646682241
1983	0.2646679067
1984	0.2646652243
1985	0.2646546821
1986	0.2646398727
1987	0.2646315192
1988	0.2646234719
1989	0.2646110192
1990	0.264601121
1991	0.2645929481
1992	0.2645861719
1993	0.2645805634
1994	0.2645693075
1995	0.2645659919
1996	0.2645618971
1997	0.2645511445
1998	0.264536749
1999	0.2645283122
2000	0.2645130342
2001	0.2645023405
2002	0.2645000298
2003	0.2644902537
2004	0.264481972
2005	0.2644784213
2006	0.2644575596
2007	0.264455254
2008	0.2644440768
2009	0.2644428969
2010	0.2644353711
2011	0.2644309182
2012	0.2644305695
2013	0.2644165203
2014	0.2644055774
2015	0.2643884384
2016	0.2643775196
2017	0.2643760589
2018	0.2643663648
2019	0.2643544876
2020	0.2643460572
2021	0.2643357214
2022	0.2643251466
2023	0.2643219974
2024	0.2643177748
2025	0.2643116359
2026	0.2643055291
2027	0.2642970631
2028	0.2642967108
2029	0.2642817787
2030	0.2642704404
2031	0.2642537055
2032	0.2642479269
2033	0.2642295344
2034	0.2642235147
2035	0.264212266
2036	0.2641966896
2037	0.2641953891
2038	0.2641884108
2039	0.2641762782
2040	0.2641702184
2041	0.2641670882
2042	0.2641559399
2043	0.2641376972
2044	0.2641284974
2045	0.2641264503
2046	0.2641139657
2047	0.264101153
2048	0.2640971285
2049	0.2640834872
2050	0.2640726118
2051	0.2640719827
2052	0.2640648964
2053	0.2640557994
2054	0.2640389832
2055	0.264028246
2056	0.2640228178
2057	0.2640073933
2058	0.2639860107
2059	0.2639706707
2060	0.2639579789
2061	0.2639428397
2062	0.2639397092
2063	0.2639386518
2064	0.2639236768
2065	0.2639180466
2066	0.2639113751
2067	0.263907147
2068	0.2638958477
2069	0.263889096
2070	0.2638861191
2071	0.2638807889
2072	0.2638790705
2073	0.2638765428
2074	0.2638720451
2075	0.2638534065
2076	0.2638520705
2077	0.2638489252
2078	0.2638384529
2079	0.2638340342
2080	0.2638182243
2081	0.2638133453
2082	0.2638065895
2083	0.2638006918
2084	0.2637894115
2085	0.2637838808
2086	0.2637705483
2087	0.2637661617
2088	0.2637560164
2089	0.26374835
2090	0.2637335598
2091	0.2637241774
2092	0.2637241085
2093	0.263711783
2094	0.2637114643
2095	0.2637059164
2096	0.2636968116
2097	0.2636799668
2098	0.2636661713
2099	0.2636565308
2100	0.2636492997
2101	0.2636447154
2102	0.2636410707
2103	0.2636280998
2104	0.2636142995
2105	0.2636059307
2106	0.2636002714
2107	0.2635925989
2108	0.2635795405
2109	0.2635741475
2110	0.2635623245
2111	0.2635502287
2112	0.2635384412
2113	0.2635363321
2114	0.2635353281
2115	0.2635262851
2116	0.263522434
2117	0.2635149864
2118	0.26350468
2119	0.2634994735
2120	0.2634915427
2121	0.2634810477
2122	0.2634758493
2123	0.2634644823
2124	0.2634574516
2125	0.2634458778
2126	0.2634380557
2127	0.2634316299
2128	0.2634072251
2129	0.2633978707
2130	0.2633964068
2131	0.2633897041
2132	0.2633732547
2133	0.2633657183
2134	0.2633582186
2135	0.2633527535
2136	0.2633461053
2137	0.2633427481
2138	0.2633378299
2139	0.2633273488
2140	0.2633204468
2141	0.2633071467
2142	0.263301528
2143	0.2632924018
2144	0.2632837596
2145	0.2632790768
2146	0.2632716669
2147	0.2632661219
2148	0.263262925
2149	0.2632496969
2150	0.2632428197
2151	0.2632306773
2152	0.2632268732
2153	0.2632143616
2154	0.2632125675
2155	0.2632037536
2156	0.2631934276
2157	0.2631843406
2158	0.2631730287
2159	0.2631698567
2160	0.2631655181
2161	0.2631475497
2162	0.2631445188
2163	0.2631433008
2164	0.2631349969
2165	0.2631214022
2166	0.2631140011
2167	0.2631001383
2168	0.2630898096
2169	0.2630813309
2170	0.2630742675
2171	0.2630693988
2172	0.2630632382
2173	0.2630438642
2174	0.2630340731
2175	0.2630257965
2176	0.2630063973
2177	0.2630010707
2178	0.2629998224
2179	0.2629966857
2180	0.2629899235
2181	0.2629842389
2182	0.262977823
2183	0.2629719588
2184	0.2629636779
2185	0.2629555
2186	0.2629488566
2187	0.2629355888
2188	0.2629292774
2189	0.2629258088
2190	0.2629224267
2191	0.2629140848
2192	0.2629108104
2193	0.2628982531
2194	0.262891623
2195	0.262884009
2196	0.2628712608
2197	0.2628581117
2198	0.2628439992
2199	0.2628333006
2200	0.26282565
2201	0.2628124513
2202	0.2628016467
2203	0.262783616
2204	0.2627765743
2205	0.2627642863
2206	0.2627603976
2207	0.2627546942
2208	0.2627430083
2209	0.2627427864
2210	0.262733727
2211	0.2627199289
2212	0.2627109145
2213	0.2626944452
2214	0.262680742
2215	0.2626639393
2216	0.2626623262
2217	0.2626535813
2218	0.2626411655
2219	0.2626192311
2220	0.2626090798
2221	0.2626002961
2222	0.2625893933
2223	0.2625805411
2224	0.262570956
2225	0.2625671549
2226	0.2625668719
2227	0.2625421524
2228	0.2625359187
2229	0.2625327469
2230	0.2625238292
2231	0.2625082276
2232	0.2624991934
2233	0.2624908769
2234	0.2624854564
2235	0.2624745848
2236	0.2624535761
2237	0.2624467036
2238	0.2624361838
2239	0.2624218902
2240	0.2624092581
2241	0.2623977303
2242	0.2623851065
2243	0.2623763578
2244	0.2623719889
2245	0.2623602749
2246	0.2623574291
2247	0.2623489734
2248	0.2623457188
2249	0.2623296138
2250	0.2623276224
2251	0.2623100084
2252	0.2623013937
2253	0.2622928748
2254	0.2622824688
2255	0.262268378
2256	0.2622680391
2257	0.2622659403
2258	0.2622568902
2259	0.2622534533
2260	0.2622473046
2261	0.2622423455
2262	0.262229721
2263	0.2622167339
2264	0.2622024357
2265	0.2621933332
2266	0.2621834338
2267	0.2621736575
2268	0.2621511696
2269	0.2621498517
2270	0.2621460693
2271	0.2621345553
2272	0.2621193917
2273	0.2621161102
2274	0.2621059645
2275	0.2620999486
2276	0.2620934692
2277	0.2620855084
2278	0.2620779816
2279	0.2620749848
2280	0.2620675044
2281	0.2620643951
2282	0.2620389093
2283	0.2620162381
2284	0.2620122703
2285	0.2620079666
2286	0.2619986708
2287	0.2619986704
2288	0.2619851027
2289	0.2619786595
2290	0.2619756398
2291	0.2619725781
2292	0.2619599806
2293	0.2619439226
2294	0.2619235108
2295	0.261915725
2296	0.2619001313
2297	0.2618968211
2298	0.2618855609
2299	0.2618819459
2300	0.2618708483
2301	0.2618615813
2302	0.2618615809
2303	0.2618439621
2304	0.2618329402
2305	0.2618224334
2306	0.2618172266
2307	0.2618080931
2308	0.2618043748
2309	0.2617830927
2310	0.2617787455
2311	0.26176908
2312	0.2617688613
2313	0.2617687564
2314	0.2617581908
2315	0.2617471935
2316	0.2617437508
2317	0.2617392388
2318	0.2617312389
2319	0.2617232892
2320	0.2617129148
2321	0.2616998026
2322	0.261682348
2323	0.2616823022
2324	0.2616822075
2325	0.2616822072
2326	0.26168216
2327	0.261680783
2328	0.261668382
2329	0.2616653826
2330	0.2616488076
2331	0.2616374514
2332	0.2616216852
2333	0.2616215375
2334	0.261608625
2335	0.2616066089
2336	0.2615969263
2337	0.2615967408
2338	0.261595883
2339	0.2615927071
2340	0.2615892197
2341	0.2615834508
2342	0.2615677069
2343	0.2615583891
2344	0.2615566882
2345	0.2615475678
2346	0.261542398
2347	0.261533818
2348	0.2615282381
2349	0.2615250805
2350	0.2615109252
2351	0.261491245
2352	0.2614824734
2353	0.2614609392
2354	0.261460744
2355	0.2614554004
2356	0.2614527455
2357	0.2614294927
2358	0.2614218773
2359	0.261410872
2360	0.2614053222
2361	0.2613921802
2362	0.2613820897
2363	0.2613600559
2364	0.2613441029
2365	0.2613272129
2366	0.2613149069
2367	0.261309265
2368	0.261301783
2369	0.2613016767
2370	0.2612962466
2371	0.2612950343
2372	0.2612915008
2373	0.2612847851
2374	0.2612625244
2375	0.2612603522
2376	0.2612603519
2377	0.2612504203
2378	0.2612462744
2379	0.2612351477
2380	0.2612217957
2381	0.2612217528
2382	0.2612169553
2383	0.2612065788
2384	0.2611913466
2385	0.2611848618
2386	0.2611815322
2387	0.2611699656
2388	0.2611699654
2389	0.2611640735
2390	0.2611533934
2391	0.2611421296
2392	0.2611372924
2393	0.2611271632
2394	0.2611216908
2395	0.2611119587
2396	0.2611072857
2397	0.2610968946
2398	0.2610907455
2399	0.2610816372
2400	0.2610724632
2401	0.2610610572
2402	0.26105345
2403	0.261033794
2404	0.2610256261
2405	0.2610171521
2406	0.2610074752
2407	0.2610020552
2408	0.2610019135
2409	0.2609827625
2410	0.2609673944
2411	0.2609522687
2412	0.2609417761
2413	0.2609305425
2414	0.2609237358
2415	0.2609058785
2416	0.260898218
2417	0.2608908263
2418	0.260871151
2419	0.2608614944
2420	0.2608569167
2421	0.2608537218
2422	0.2608431699
2423	0.260839967
2424	0.2608305806
2425	0.2608270378
2426	0.2608199295
2427	0.2608033332
2428	0.2607988104
2429	0.2607964318
2430	0.2607805814
2431	0.2607749076
2432	0.2607591059
2433	0.2607578599
2434	0.260746181
2435	0.2607434359
2436	0.2607413792
2437	0.2607351657
2438	0.2607257342
2439	0.2607195528
2440	0.260702466
2441	0.2606996298
2442	0.2606886942
2443	0.2606811987
2444	0.2606672827
2445	0.2606542007
2446	0.2606448021
2447	0.2606354327
2448	0.2606289947
2449	0.2606219592
2450	0.260607087
2451	0.2605952472
2452	0.2605897242
2453	0.2605717209
2454	0.2605642481
2455	0.260543251
2456	0.2605361018
2457	0.2605316846
2458	0.2605168589
2459	0.2605016282
2460	0.26049928
2461	0.2604967151
2462	0.2604871554
2463	0.2604697948
2464	0.2604597604
2465	0.2604398354
2466	0.2604397965
2467	0.2604230718
2468	0.2604212887
2469	0.2604104063
2470	0.2604078601
2471	0.2603881827
2472	0.2603784384
2473	0.2603612788
2474	0.2603574949
2475	0.2603494216
2476	0.2603426814
2477	0.260339554
2478	0.2603278006
2479	0.2603075448
2480	0.2603011995
2481	0.2602964092
2482	0.2602950279
2483	0.2602886262
2484	0.2602746514
2485	0.2602701228
2486	0.2602649359
2487	0.2602523168
2488	0.2602523123
2489	0.2602447268
2490	0.2602284724
2491	0.260216111
2492	0.260202373
2493	0.2601879349
2494	0.2601731192
2495	0.2601590123
2496	0.2601546181
2497	0.2601406421
2498	0.2601331137
2499	0.2601250538
