iter	RMSE
226	0.3264714067
227	0.3263512892
228	0.3262396635
229	0.3261467517
230	0.3260164489
231	0.325737964
232	0.3257379463
233	0.3255199723
234	0.325433225
235	0.3253841184
236	0.325287671
237	0.3250313254
238	0.3250115025
239	0.3249351162
240	0.3249080787
241	0.3247364031
242	0.3246032982
243	0.3245942275
244	0.3245788545
245	0.3244152823
246	0.3243311384
247	0.3242559442
248	0.3241382954
249	0.3240694145
250	0.3240039937
251	0.3239178401
252	0.3239174317
253	0.3239174209
254	0.3238504531
255	0.3238441782
256	0.3236141137
257	0.3233560548
258	0.3232192124
259	0.3232192124
260	0.3232192124
261	0.3229920297
262	0.3229919938
263	0.3229144098
264	0.3228839281
265	0.3228691851
266	0.3227959799
267	0.3224718445
268	0.322343474
269	0.3223141655
270	0.3222591324
271	0.3221945405
272	0.3221720519
273	0.3220317272
274	0.321902515
275	0.3217551984
276	0.3217241671
277	0.3216353884
278	0.3216269504
279	0.3214852257
280	0.3213942524
281	0.321282703
282	0.321031459
283	0.3209443124
284	0.3208989538
285	0.3208815969
286	0.3207433383
287	0.320693816
288	0.3206449983
289	0.3206319043
290	0.3205143122
291	0.3204785394
292	0.3204785394
293	0.3203289554
294	0.3202654147
295	0.3202210296
296	0.3200500843
297	0.3200220751
298	0.3200220751
299	0.3199971854
300	0.3199954931
301	0.3198162631
302	0.3197730874
303	0.3197730874
304	0.319682463
305	0.3196379114
306	0.3194877505
307	0.3193723443
308	0.3192302419
309	0.3190897197
310	0.3190528143
311	0.3189977789
312	0.3188575649
313	0.3187659998
314	0.3187479106
315	0.3187479106
316	0.3187217902
317	0.3185099838
318	0.3184231684
319	0.3184231684
320	0.3183773359
321	0.3182604912
322	0.3181146724
323	0.3180631067
324	0.3180265175
325	0.3180265175
326	0.3179969706
327	0.3178282898
328	0.3177590224
329	0.3176531798
330	0.3176109136
331	0.317551305
332	0.31743829
333	0.3174159162
334	0.317312184
335	0.3172581761
336	0.3171772577
337	0.3171552503
338	0.3170282176
339	0.3169186877
340	0.316864099
341	0.316725141
342	0.3165731902
343	0.3165586015
344	0.3164290971
345	0.316429097
346	0.3164054982
347	0.3164052791
348	0.3163317827
349	0.3163232535
350	0.3163042179
351	0.3162270643
352	0.3161507321
353	0.3161160263
354	0.3161100714
355	0.3160270644
356	0.3159706648
357	0.3159032839
358	0.3158292541
359	0.3157678768
360	0.3157303472
361	0.3157054145
362	0.3157054145
363	0.3155969738
364	0.315521637
365	0.3154329611
366	0.3153677101
367	0.3153677101
368	0.3153677101
369	0.3153088488
370	0.3153088488
371	0.3152477133
372	0.3151931284
373	0.3150592591
374	0.3150493454
375	0.3150423705
376	0.3149478043
377	0.3148706775
378	0.3147462097
379	0.314688637
380	0.3145620307
381	0.3145183393
382	0.3144671916
383	0.3143619326
384	0.3143071706
385	0.3142058631
386	0.3141308801
387	0.3141308801
388	0.3140942386
389	0.3140351781
390	0.3139581317
391	0.3138765465
392	0.3138717399
393	0.3138436771
394	0.3136846533
395	0.3135836574
396	0.3135234095
397	0.3133402057
398	0.3131849151
399	0.3130567817
400	0.3129627469
401	0.3128788218
402	0.3128538446
403	0.3126863588
404	0.3125640851
405	0.3125064467
406	0.3124174078
407	0.3122760747
408	0.3121218991
409	0.3120544246
410	0.3119625804
411	0.3117956821
412	0.3117130075
413	0.3116425435
414	0.3114862925
415	0.311334982
416	0.3112805017
417	0.3111939245
418	0.3111190609
419	0.3109916731
420	0.3107855897
421	0.3106270516
422	0.3105270429
423	0.310468429
424	0.3104044381
425	0.3103774397
426	0.3103347273
427	0.3102129472
428	0.3101551602
429	0.3100289134
430	0.3098775664
431	0.3096763491
432	0.3093975559
433	0.3092173641
434	0.3090308591
435	0.3089409933
436	0.3088543475
437	0.3087267734
438	0.3086649754
439	0.3086336404
440	0.3085476415
441	0.3083847624
442	0.3082209534
443	0.3080755682
444	0.3079155215
445	0.3077956101
446	0.307747844
447	0.3076186181
448	0.3074566829
449	0.3073870711
450	0.3071798953
451	0.3071183411
452	0.3069407413
453	0.3067511252
454	0.3066807546
455	0.3064925874
456	0.3063385322
457	0.3061261513
458	0.3059714778
459	0.3058493663
460	0.3057071045
461	0.3056046678
462	0.3054039617
463	0.3052800423
464	0.305070312
465	0.3049321073
466	0.3047934459
467	0.3046625444
468	0.3044982396
469	0.3043309516
470	0.3041430791
471	0.3040316776
472	0.3038782584
473	0.3037481328
474	0.3036441527
475	0.3035147895
476	0.3033546628
477	0.3031729962
478	0.3030284201
479	0.3028908067
480	0.3027463907
481	0.3026322752
482	0.3025071474
483	0.3023607648
484	0.3022223046
485	0.3020797272
486	0.301932848
487	0.3017875842
488	0.3016672931
489	0.3015735692
490	0.301429485
491	0.3012923836
492	0.301154698
493	0.3009903676
494	0.3008812716
495	0.3007885036
496	0.3006506616
497	0.3005254433
498	0.3004259922
499	0.3002720206
500	0.3001474979
501	0.3000269379
502	0.2999178332
503	0.2998028369
504	0.2997037797
505	0.299577705
506	0.2994751926
507	0.2993264034
508	0.299194819
509	0.2990829202
510	0.2989293644
511	0.2988228233
512	0.2987321086
513	0.2986184846
514	0.2985000064
515	0.298426907
516	0.2983292842
517	0.2982120165
518	0.2981298075
519	0.2980348869
520	0.297916966
521	0.2978441084
522	0.2977519589
523	0.2976567592
524	0.2975235158
525	0.2974036794
526	0.2973141175
527	0.2972313627
528	0.2971383832
529	0.2970286954
530	0.2969453597
531	0.2968415057
532	0.2967455712
533	0.2966830108
534	0.2965674261
535	0.2964797723
536	0.2963966519
537	0.2963266538
538	0.2962442836
539	0.2961621483
540	0.2960444429
541	0.2959491089
542	0.2958658316
543	0.2957669696
544	0.2957038966
545	0.2956202452
546	0.2955466093
547	0.2954424053
548	0.2953767678
549	0.2952947639
550	0.2952237042
551	0.295166022
552	0.2950756438
553	0.2950212381
554	0.2949263749
555	0.2948407068
556	0.2947557373
557	0.2946792026
558	0.2945789725
559	0.2944871838
560	0.2944111565
561	0.2943357348
562	0.2942727784
563	0.2942027291
564	0.2941098311
565	0.294052733
566	0.2939923341
567	0.2939114956
568	0.2938410552
569	0.2937619875
570	0.2936720878
571	0.2936169423
572	0.2935476909
573	0.2934892247
574	0.2934202069
575	0.2933389049
576	0.2932632722
577	0.2931712518
578	0.293103302
579	0.2930276676
580	0.2929684234
581	0.2928972073
582	0.2928332628
583	0.2927743719
584	0.2927163801
585	0.292656524
586	0.2925980664
587	0.29254308
588	0.2925011915
589	0.2924440338
590	0.2923828906
591	0.2922974071
592	0.2922388887
593	0.2921960927
594	0.2921233085
595	0.2920535708
596	0.2919685845
597	0.2919185499
598	0.2918730941
599	0.291820565
600	0.2917653566
601	0.2917007141
602	0.2916450846
603	0.2915891109
604	0.2915129221
605	0.2914389699
606	0.2913783825
607	0.2913157722
608	0.2912574926
609	0.2911894483
610	0.2911109031
611	0.2910626905
612	0.2909948976
613	0.2909417373
614	0.2908779332
615	0.2908264024
616	0.2907693705
617	0.2907103974
618	0.2906499754
619	0.2905784167
620	0.2905488128
621	0.2905113417
622	0.2904491179
623	0.2903762887
624	0.290326412
625	0.2902681203
626	0.2901987231
627	0.2901482342
628	0.2901008294
629	0.2900465827
630	0.2899875556
631	0.2899404132
632	0.2898962871
633	0.289863403
634	0.2898008093
635	0.2897401884
636	0.2896975428
637	0.2896480843
638	0.2895998763
639	0.2895369055
640	0.2894775233
641	0.2894294959
642	0.2893731731
643	0.2893255682
644	0.2892792133
645	0.2892314706
646	0.2891785221
647	0.289146729
648	0.2890907729
649	0.2890553591
650	0.2890042455
651	0.2889614214
652	0.2889079577
653	0.2888545149
654	0.2888129413
655	0.2887715902
656	0.2887319453
657	0.288677981
658	0.2886159289
659	0.2885600554
660	0.2885067413
661	0.2884666323
662	0.2884272921
663	0.288390348
664	0.2883492234
665	0.2883051026
666	0.2882639732
667	0.2882067702
668	0.28818137
669	0.2881440876
670	0.2881083741
671	0.2880700189
672	0.2880272515
673	0.287988419
674	0.2879433499
675	0.2878933662
676	0.287850787
677	0.2877864353
678	0.287721848
679	0.2876673774
680	0.2876300284
681	0.2875853908
682	0.287541004
683	0.2874961696
684	0.287457541
685	0.2874045134
686	0.2873623011
687	0.2873249885
688	0.2872759711
689	0.2872174198
690	0.287187579
691	0.2871502605
692	0.287107926
693	0.2870641424
694	0.2870254435
695	0.2869782553
696	0.286927555
697	0.2868874306
698	0.2868474381
699	0.2868171453
700	0.2867755359
701	0.2867307626
702	0.2866742234
703	0.2866359559
704	0.2865886501
705	0.2865419965
706	0.2865008102
707	0.2864711739
708	0.286427861
709	0.2863998994
710	0.2863650549
711	0.2863334637
712	0.2862831295
713	0.2862332715
714	0.2861814573
715	0.2861497083
716	0.2861191804
717	0.2860658285
718	0.2860268572
719	0.2859891568
720	0.2859440515
721	0.2859005692
722	0.2858653482
723	0.2858235104
724	0.2857857359
725	0.2857547155
726	0.2857178571
727	0.2856881224
728	0.285636693
729	0.2855957203
730	0.2855585726
731	0.2855252059
732	0.2854761231
733	0.2854389501
734	0.2853971367
735	0.285361085
736	0.2853211786
737	0.2852833282
738	0.2852479323
739	0.2852248444
740	0.2851891466
741	0.2851657541
742	0.2851417245
743	0.2851115586
744	0.2850716305
745	0.2850193856
746	0.284974271
747	0.2849240593
748	0.2848861182
749	0.2848473938
750	0.2848200302
751	0.2847827388
752	0.2847519002
753	0.2847257033
754	0.2846840997
755	0.284626851
756	0.2845891243
757	0.2845511293
758	0.2845142909
759	0.2844862106
760	0.2844563715
761	0.2844108456
762	0.2843821345
763	0.2843490159
764	0.2843114137
765	0.2842791997
766	0.2842357704
767	0.2842003357
768	0.2841658021
769	0.2841279496
770	0.2840933701
771	0.2840564709
772	0.2840202879
773	0.2839790443
774	0.2839427814
775	0.283909284
776	0.2838621898
777	0.2838244989
778	0.2837746067
779	0.2837527072
780	0.2837173899
781	0.283691886
782	0.2836639204
783	0.2836250047
784	0.2835966748
785	0.2835675799
786	0.283538146
787	0.2834968767
788	0.2834587997
789	0.2834227654
790	0.283392756
791	0.2833561806
792	0.2833259079
793	0.283285217
794	0.2832481578
795	0.2832199701
796	0.2831997486
797	0.2831651735
798	0.2831341462
799	0.2831108503
800	0.2830684541
801	0.2830410059
802	0.2830084924
803	0.2829766885
804	0.2829380213
805	0.2829027994
806	0.2828651192
807	0.2828316923
808	0.2827928835
809	0.2827585774
810	0.2827315185
811	0.2827014558
812	0.2826732426
813	0.282631497
814	0.2826012293
815	0.2825727931
816	0.2825443878
817	0.2825031461
818	0.2824696281
819	0.2824413191
820	0.2824026613
821	0.2823747035
822	0.2823355583
823	0.2823122327
824	0.282286694
825	0.2822568218
826	0.2822280443
827	0.2821943757
828	0.2821504751
829	0.2821257274
830	0.2820787115
831	0.282044466
832	0.2820183091
833	0.2819885515
834	0.2819624549
835	0.2819302861
836	0.2818933464
837	0.2818613289
838	0.2818314197
839	0.2818097488
840	0.2817901987
841	0.2817615273
842	0.2817390609
843	0.2817038785
844	0.2816625014
845	0.2816428725
846	0.2816232644
847	0.281584376
848	0.2815570455
849	0.2815295752
850	0.2815045456
851	0.2814786466
852	0.2814576244
853	0.2814307446
854	0.2814053774
855	0.2813742761
856	0.2813582094
857	0.2813303485
858	0.2812901321
859	0.2812632007
860	0.2812149119
861	0.2811730002
862	0.2811415726
863	0.2811138264
864	0.2810757808
865	0.2810586026
866	0.281035769
867	0.2809984297
868	0.2809556299
869	0.280931261
870	0.2809174031
871	0.2809042146
872	0.2808732542
873	0.2808375504
874	0.2808088246
875	0.2807839172
876	0.280773191
877	0.2807574069
878	0.2807267808
879	0.280705036
880	0.2806918026
881	0.2806611597
882	0.2806272395
883	0.2805959089
884	0.2805659707
885	0.2805544832
886	0.2805260631
887	0.2805003061
888	0.2804713898
889	0.2804495386
890	0.2804259982
891	0.280392564
892	0.280354262
893	0.2803136288
894	0.2802866608
895	0.2802662991
896	0.2802362363
897	0.2802209633
898	0.280185156
899	0.2801543607
900	0.280130263
901	0.280100759
902	0.2800796275
903	0.2800635278
904	0.2800410851
905	0.2800290505
906	0.2800090196
907	0.2799829343
908	0.2799649823
909	0.2799467264
910	0.2799233972
911	0.279897224
912	0.2798781879
913	0.2798516705
914	0.2798322728
915	0.279808492
916	0.2797890249
917	0.2797635019
918	0.279734424
919	0.2796992581
920	0.2796630169
921	0.2796410766
922	0.2796298778
923	0.2796045298
924	0.2795936207
925	0.2795530939
926	0.279521569
927	0.2795103704
928	0.2794852264
929	0.2794421476
930	0.2794212974
931	0.2793968812
932	0.2793760222
933	0.2793518232
934	0.2793415619
935	0.2793177279
936	0.2792916941
937	0.2792653739
938	0.2792412177
939	0.279212337
940	0.2791927639
941	0.2791660476
942	0.2791338523
943	0.2791055114
944	0.2790838797
945	0.279048961
946	0.2790246242
947	0.2790054079
948	0.2789918068
949	0.2789720245
950	0.2789485417
951	0.2789231738
952	0.2789061379
953	0.2788826662
954	0.2788554347
955	0.2788327246
956	0.2788095869
957	0.2787807759
958	0.2787608922
959	0.2787356179
960	0.2787192463
961	0.2787113259
962	0.2786758336
963	0.278654519
964	0.2786436583
965	0.2786147421
966	0.2785877243
967	0.2785589303
968	0.278549503
969	0.2785293348
970	0.2784964447
971	0.27846687
972	0.2784546357
973	0.2784271718
974	0.2783992073
975	0.2783834723
976	0.2783652778
977	0.2783389813
978	0.2783146968
979	0.2783024509
980	0.2782704032
981	0.2782499247
982	0.2782245141
983	0.2782038396
984	0.2781870309
985	0.2781641494
986	0.2781441423
987	0.2781083987
988	0.2780869187
989	0.2780826484
990	0.278061437
991	0.2780472452
992	0.2780239789
993	0.2780065335
994	0.2779810572
995	0.2779591392
996	0.2779393972
997	0.2779086305
998	0.2778867625
999	0.2778658547
1000	0.2778305257
1001	0.2778223238
1002	0.2777869213
1003	0.2777722554
1004	0.2777458076
1005	0.2777221197
1006	0.2777060935
1007	0.2776782674
1008	0.2776702223
1009	0.277640978
1010	0.2776201285
1011	0.2775945888
1012	0.2775757465
1013	0.2775540233
1014	0.2775314767
1015	0.2775182361
1016	0.2774880611
1017	0.2774663754
1018	0.2774407043
1019	0.2774185387
1020	0.2774007308
1021	0.2773697349
1022	0.277342559
1023	0.2773306925
1024	0.2773148175
1025	0.2772974229
1026	0.2772740339
1027	0.2772511239
1028	0.2772383696
1029	0.2772157137
1030	0.2771916819
1031	0.2771783957
1032	0.2771545637
1033	0.2771422824
1034	0.277124334
1035	0.2771028248
1036	0.2770859185
1037	0.277075478
1038	0.277044959
1039	0.2770278643
1040	0.2770096216
1041	0.2769891437
1042	0.2769664741
1043	0.2769469586
1044	0.27691179
1045	0.2768735495
1046	0.2768538722
1047	0.2768383653
1048	0.2768273097
1049	0.2768124663
1050	0.2767943308
1051	0.2767513357
1052	0.2767360218
1053	0.2767036635
1054	0.2766979183
1055	0.276668962
1056	0.2766302969
1057	0.2766034927
1058	0.276591932
1059	0.2765690213
1060	0.2765626562
1061	0.2765303766
1062	0.276511298
1063	0.2765075686
1064	0.2764984252
1065	0.2764801737
1066	0.2764568695
1067	0.2764434385
1068	0.2764162844
1069	0.2764040626
1070	0.2763889946
1071	0.2763744872
1072	0.2763642264
1073	0.2763537657
1074	0.2763503127
1075	0.276324271
1076	0.2763081871
1077	0.276291682
1078	0.276267815
1079	0.2762352586
1080	0.2762163355
1081	0.2762015904
1082	0.2761856712
1083	0.2761762064
1084	0.276164698
1085	0.2761403391
1086	0.2761185596
1087	0.2761046929
1088	0.2760928226
1089	0.2760834744
1090	0.2760710467
1091	0.2760418712
1092	0.2760209327
1093	0.2759859772
1094	0.2759681038
1095	0.27594735
1096	0.2759422759
1097	0.2759234815
1098	0.2759058181
1099	0.2758799164
1100	0.2758689089
1101	0.2758377107
1102	0.275823684
1103	0.2758058081
1104	0.2757922992
1105	0.275783997
1106	0.2757751163
1107	0.2757652464
1108	0.2757425695
1109	0.2757252914
1110	0.275708535
1111	0.2757031711
1112	0.2756999324
1113	0.2756800493
1114	0.275660868
1115	0.2756380286
1116	0.2756131059
1117	0.2756010075
1118	0.2755761077
1119	0.2755673812
1120	0.2755366667
1121	0.2755244569
1122	0.2754980402
1123	0.2754814085
1124	0.2754705427
1125	0.2754644213
1126	0.2754488366
1127	0.2754275672
1128	0.2754161626
1129	0.2753855779
1130	0.2753727222
1131	0.2753442459
1132	0.2753167074
1133	0.2752932355
1134	0.2752726452
1135	0.2752553741
1136	0.2752291255
1137	0.2752201114
1138	0.2751998192
1139	0.2751803209
1140	0.2751660861
1141	0.2751333199
1142	0.2751221303
1143	0.2751156445
1144	0.2750979404
1145	0.2750778851
1146	0.2750656401
1147	0.2750553755
1148	0.2750336455
1149	0.2750182312
1150	0.2749842247
1151	0.2749730005
1152	0.2749625402
1153	0.274948072
1154	0.2749406263
1155	0.2749248559
1156	0.2749016728
1157	0.274878746
1158	0.2748520263
1159	0.2748361117
1160	0.274831694
1161	0.2748099537
1162	0.2747931147
1163	0.2747839822
1164	0.2747674899
1165	0.2747417374
1166	0.274727908
1167	0.2747058156
1168	0.2746992602
1169	0.2746912286
1170	0.2746753314
1171	0.2746658004
1172	0.2746461948
1173	0.2746165614
1174	0.2746029615
1175	0.2745939331
1176	0.2745804816
1177	0.2745612094
1178	0.2745514022
1179	0.274533699
1180	0.2745115687
1181	0.2744885989
1182	0.2744731227
1183	0.2744560268
1184	0.2744456517
1185	0.2744307428
1186	0.2744138067
1187	0.2744092358
1188	0.2743827334
1189	0.2743747599
1190	0.274368658
1191	0.2743519918
1192	0.2743479278
1193	0.2743287061
1194	0.2743079197
1195	0.2742994367
1196	0.2742811602
1197	0.2742623012
1198	0.2742491177
1199	0.2742306731
1200	0.2742281021
1201	0.2742118458
1202	0.2742000694
1203	0.2741778455
1204	0.2741512575
1205	0.274130006
1206	0.2741170054
1207	0.2740970015
1208	0.274084248
1209	0.2740626325
1210	0.2740318061
1211	0.2740072939
1212	0.2739883027
1213	0.2739735385
1214	0.2739464565
1215	0.2739284339
1216	0.2739052012
1217	0.2738955854
1218	0.2738694218
1219	0.2738447999
1220	0.273817964
1221	0.2737982619
1222	0.2737727674
1223	0.2737401806
1224	0.2737176392
1225	0.2737012654
1226	0.2736887794
1227	0.2736735363
1228	0.2736405035
1229	0.2736239209
1230	0.2735934662
1231	0.2735736412
1232	0.2735584451
1233	0.2735498416
1234	0.2735314173
1235	0.2735118652
1236	0.2734926709
1237	0.2734813665
1238	0.2734672893
1239	0.2734421178
1240	0.2734306448
1241	0.2734256525
1242	0.2734150625
1243	0.2734126946
1244	0.2733988031
1245	0.2733850206
1246	0.273360476
1247	0.2733415837
1248	0.273322251
1249	0.2733006149
1250	0.2732894286
1251	0.2732763935
1252	0.2732696945
1253	0.2732442863
1254	0.2732305805
1255	0.2732162844
1256	0.2731769205
1257	0.2731612255
1258	0.2731426409
1259	0.2731374069
1260	0.2731308373
1261	0.2731159383
1262	0.2730975852
1263	0.2730826961
1264	0.273069116
1265	0.2730561637
1266	0.2730441519
1267	0.2730323328
1268	0.2730129459
1269	0.2730075797
1270	0.2730014902
1271	0.2729909682
1272	0.2729675296
1273	0.2729467419
1274	0.272936288
1275	0.2729279449
1276	0.2729210705
1277	0.2729141878
1278	0.2728951036
1279	0.2728880704
1280	0.2728688172
1281	0.2728478488
1282	0.27282589
1283	0.2728234666
1284	0.2727954446
1285	0.2727817431
1286	0.272774312
1287	0.2727609722
1288	0.2727504575
1289	0.2727411561
1290	0.2727212726
1291	0.2726958461
1292	0.272683808
1293	0.272663992
1294	0.2726399682
1295	0.2726110832
1296	0.2725976938
1297	0.2725945665
1298	0.2725798056
1299	0.2725715683
1300	0.2725498376
1301	0.2725325193
1302	0.2725195416
1303	0.2725093944
1304	0.2724997913
1305	0.272478083
1306	0.2724702134
1307	0.2724542291
1308	0.2724486556
1309	0.2724339123
1310	0.2724155053
1311	0.2724043185
1312	0.2723830527
1313	0.272365287
1314	0.2723493756
1315	0.2723410089
1316	0.2723343177
1317	0.2723231452
1318	0.2722983564
1319	0.2722896206
1320	0.2722735084
1321	0.272264296
1322	0.272245836
1323	0.2722388813
1324	0.2722327104
1325	0.2722184077
1326	0.272197244
1327	0.2721704262
1328	0.2721616151
1329	0.2721459395
1330	0.2721204289
1331	0.2721185006
1332	0.272101327
1333	0.2720762832
1334	0.2720557862
1335	0.2720436689
1336	0.2720376423
1337	0.2720316554
1338	0.2720098992
1339	0.2719845469
1340	0.2719808191
1341	0.2719604224
1342	0.2719325023
1343	0.2719153789
1344	0.2718936015
1345	0.2718694005
1346	0.2718667628
1347	0.2718544073
1348	0.2718450031
1349	0.2718310197
1350	0.2718145724
1351	0.2717964069
1352	0.2717838062
1353	0.2717629946
1354	0.2717493838
1355	0.2717438214
1356	0.2717295252
1357	0.2717067973
1358	0.2716992499
1359	0.271691473
1360	0.2716840715
1361	0.2716601359
1362	0.2716463914
1363	0.2716292287
1364	0.2716253932
1365	0.271623153
1366	0.271604455
1367	0.2715901923
1368	0.2715624913
1369	0.2715503558
1370	0.2715337739
1371	0.2715243578
1372	0.271496377
1373	0.2714815424
1374	0.2714778441
1375	0.2714617735
1376	0.2714548301
1377	0.271432594
1378	0.2714121879
1379	0.2713827691
1380	0.2713635904
1381	0.2713606623
1382	0.2713420366
1383	0.271339238
1384	0.2713318093
1385	0.2713252116
1386	0.2713179697
1387	0.2713110143
1388	0.2712993509
1389	0.271275197
1390	0.2712529301
1391	0.2712342599
1392	0.2712140432
1393	0.2712106995
1394	0.2711745374
1395	0.2711583613
1396	0.2711410067
1397	0.2711301575
1398	0.2711108924
1399	0.2710945189
1400	0.2710825186
1401	0.2710801309
1402	0.2710695049
1403	0.2710547616
1404	0.2710352772
1405	0.2710236316
1406	0.2710070784
1407	0.2709968912
1408	0.2709809885
1409	0.270977368
1410	0.2709714758
1411	0.2709564461
1412	0.270924068
1413	0.2709117746
1414	0.2709056322
1415	0.2708960382
1416	0.2708768424
1417	0.2708535207
1418	0.2708321082
1419	0.2708148829
1420	0.2708126291
1421	0.2708023688
1422	0.2707945841
1423	0.2707810806
1424	0.2707703677
1425	0.2707628315
1426	0.270752731
1427	0.2707428195
1428	0.2707356874
1429	0.2707232018
1430	0.2707093557
1431	0.2706966705
1432	0.2706770376
1433	0.2706463543
1434	0.2706441647
1435	0.2706386098
1436	0.2706330612
1437	0.2706227296
1438	0.2706170861
1439	0.2706009883
1440	0.2705803004
1441	0.2705642941
1442	0.2705529024
1443	0.2705379636
1444	0.2705277649
1445	0.2705222997
1446	0.2705019193
1447	0.2704857886
1448	0.2704640495
1449	0.2704373211
1450	0.2704346648
1451	0.2704125879
1452	0.2704000754
1453	0.2703781691
1454	0.2703658526
1455	0.270352161
1456	0.270344615
1457	0.2703348198
1458	0.2703230216
1459	0.2703103986
1460	0.2702913544
1461	0.2702689351
1462	0.2702446825
1463	0.2702378765
1464	0.2702325413
1465	0.2702180123
1466	0.2702058317
1467	0.2702023945
1468	0.2701919027
1469	0.2701817673
1470	0.2701769884
1471	0.2701611075
1472	0.2701588242
1473	0.2701465891
1474	0.2701404447
1475	0.2701208916
1476	0.2701028315
1477	0.2700949249
1478	0.2700775828
1479	0.2700542919
1480	0.2700439134
1481	0.2700183797
1482	0.2700089028
1483	0.2699953139
1484	0.2699783241
1485	0.2699599705
1486	0.2699402719
1487	0.2699328273
1488	0.2699095907
1489	0.2698988948
1490	0.2698960682
1491	0.2698893461
1492	0.2698715443
1493	0.2698597072
1494	0.2698513977
1495	0.2698434962
1496	0.2698363526
1497	0.269820201
1498	0.2698060361
1499	0.2697946276
1500	0.2697802192
1501	0.2697616171
1502	0.2697601038
1503	0.2697528375
1504	0.2697338091
1505	0.2697196062
1506	0.2697046871
1507	0.2696980293
1508	0.2696975893
1509	0.269686065
1510	0.2696619452
1511	0.2696558641
1512	0.2696405254
